configuration_id,LL_dynamic_02_alpha,LL_dynamic_02_beta,LL_dynamic_02_gamma,LL_dynamic_02_a,LL_dynamic_02_b,seed,time,bound,solved
1553,0.3821,1.6459,1.0476,1.1599,0.7116,1665618392,34820,34699,0
1554,0.3832,1.6709,1.0663,1.1619,0.71,2037563455,35200,36167,1
1554,0.3832,1.6709,1.0663,1.1619,0.71,976064959,34764,71463,1
1554,0.3832,1.6709,1.0663,1.1619,0.71,926352561,35717,140719,1
1554,0.3832,1.6709,1.0663,1.1619,0.71,1765008485,35815,106559,1
1554,0.3832,1.6709,1.0663,1.1619,0.71,1665618392,33834,34699,1
1555,0.375,1.6581,1.0741,1.161,0.7108,1665618392,34850,34699,0
1556,0.3676,1.661,1.0617,1.1638,0.7105,976964627,33436,250000,1
1556,0.3676,1.661,1.0617,1.1638,0.7105,1010701430,34556,250000,1
1556,0.3676,1.661,1.0617,1.1638,0.7105,917007886,36217,250000,1
1556,0.3676,1.661,1.0617,1.1638,0.7105,1673570350,35168,250000,1
1556,0.3676,1.661,1.0617,1.1638,0.7105,1511508930,35590,210916,1
1556,0.3676,1.661,1.0617,1.1638,0.7105,395064476,34325,250000,1
1556,0.3676,1.661,1.0617,1.1638,0.7105,2037563455,34053,36169,1
1556,0.3676,1.661,1.0617,1.1638,0.7105,976064959,34157,71465,1
1556,0.3676,1.661,1.0617,1.1638,0.7105,926352561,35006,140721,1
1556,0.3676,1.661,1.0617,1.1638,0.7105,633393695,35022,245399,1
1556,0.3676,1.661,1.0617,1.1638,0.7105,1308842760,35698,176703,1
1556,0.3676,1.661,1.0617,1.1638,0.7105,1765008485,34951,106561,1
1556,0.3676,1.661,1.0617,1.1638,0.7105,1665618392,33832,34699,1
1557,0.3831,1.6679,1.0583,1.163,0.7101,2037563455,34667,37283,1
